id,Sector,Código de Comité,Nombre del Comité ,Codigo,ICS,Edición,Precio Letras,Precio,Nombre,correspondencia,Organismo de la norma de correspondencia,Objeto y campo de aplicación,Fecha de aprobación,Normas de referencia,Normas que la referencian,Número de paginas,historico ,Marco regulatorio,Tipo de Norma,Normas Populares,Estado,Sustituida por
,Alimentos,CTN 02 SC 01,Inocuidad de los alimentos,INTE/ISO/TS 22003:2007,03.120.10,1, E,14300,"Sistemas de gestión de la inocuidad de los alimentos.
Requisitos para los organismos que realizan la auditoría y la
certificación de sistemas de gestión de inocuidad de los
alimentos.",ISO/TS 22003:2007,ISO,"Esta Especificación Técnica:
⎯ define las reglas aplicables a la auditoría y la certificación de un sistema de gestión de la
inocuidad de los alimentos (SGIA) que cumpla con los requisitos de la Norma ISO 22000 (u
otros conjuntos de requisitos de SGIA especificados), y
⎯ proporciona a los clientes la información y la confianza necesarias sobre la forma en que se ha
otorgado la certificación de sus proveedores.
La certificación de los SGIA (designada “certificación” en esta Especificación Técnica) es una
actividad de evaluación de la conformidad de tercera parte (véase la Norma ISO/IEC 17000:2004,
apartado 5.5). Los organismos que realizan esta actividad son por lo tanto organismos de
evaluación de la conformidad de tercera parte (designados “organismos de certificación” en esta
Especificación Técnica).
Nota 1 La certificación de un SGIA en algunos casos se denomina “registro”, y a los organismos de
certificación a veces se les denomina “registradores”.
Nota 2 Un organismo de certificación puede ser gubernamental o no gubernamental (con o sin autoridad
de reglamentación).
Nota 3 Esta Especificación Técnica está prevista fundamentalmente para su uso como un documento que
establece criterios para la acreditación o la evaluación entre pares de los organismos de certificación que
busquen el reconocimiento de su competencia para certificar que un SGIA cumple con la norma ISO 22000.
También está prevista para su uso como un documento que establece criterios por las autoridades
reglamentarias y consorcios industriales que se dedican al reconocimiento directo de organismos de
certificación, para certificar que un SGIA cumple con la Norma ISO 22000. Algunos de sus requisitos también
podrían resultar útiles para cualquier otra parte involucrada en la evaluación de la conformidad de dichos
organismos de certificación, y para la evaluación de la conformidad de cualquier organismo que se ocupe de
certificar el cumplimiento de los SGIA con criterios adicionales o diferentes de los de la Norma ISO 22000.
La certificación de SGIA no atestigua la inocuidad ni la idoneidad de los productos de una
organización dentro de la cadena alimentaria. Sin embargo, la Norma ISO 22000 requiere que una
organización cumpla todos los requisitos legales y reglamentarios aplicables relativos a la
inocuidad de los alimentos a través de su sistema de gestión.
Es importante hacer notar que la certificación de un SGIA según la Norma ISO 22000 es una
certificación del sistema de gestión y no una certificación de producto.
Otros usuarios de SGIA pueden utilizar los conceptos y requisitos de esta Especificación Técnica
siempre que los requisitos se adapten, según sea necesario.",2007-12-21,"ISO 19011:2002, ISO 22000:2005, ISO/IEC 17000:2004, ISO/IEC 17021:2006 ",,25,,,,,Activa,
,Alimentos,CTN 02 SC 01,Inocuidad de los alimentos,INTE/ISO 22004:2015,67.020,2, G,19800,"Sistemas de gestión de la inocuidad de los alimentos.
Orientación para la aplicación de la Norma INTE/ISO 22000.",ISO 22004:2014,ISO,"Esta norma internacional proporciona consejos generales en la aplicación de la norma INTE/ISO 22000.
Esta norma internacional no crea, modifica o reemplaza cualquiera de los requisitos de la INTE/ISO 22000.
Como las organizaciones individuales son libres de elegir los métodos necesarios y enfoques para cumplir con los requisitos de la norma INTE/ISO 22000, la orientación proporcionada por esta norma internacional, bajo ninguna circunstancia, debe considerarse un requisito.
Esta norma internacional ha sido elaborada para mejorar la aceptación y el uso de un sistema de gestión de inocuidad de los alimentos (SGIA) con base en la INTE/ISO 22000, así como para mejorar la comprensión, la comunicación y la coordinación entre las organizaciones en la cadena alimentaria.",2015-12-16,INTE/ISO 22000:2005,,46,INTE/ISO 22004:2006,,,,Activa,
,Alimentos,CTN 02 SC 01,Inocuidad de los alimentos,INTE 02-01-03:2013,67.020,1, E,14300,Principios generales de buenas prácticas de manufactura de alimentos.,"CAC/RCP 1:1969, Rev. 3:1997, 
RTCA 67.01.33:06, 
IRAM-NM 324:2011 
","CAC/RCP, RTCA, IRAM","Esta norma establece los requisitos generales de higiene y de buenas prácticas de manufactura para alimentos elaborados e industrializados para el consumo humano, a fin de lograr que los alimentos sean inocuos e idóneos según el uso para que se destine.
Esta Norma es aplicable a establecimientos en los cuales se realicen algunas de las actividades siguientes: elaboración, industrialización, fraccionamiento, empacado, almacenamiento, transporte y distribución de alimentos e insumos en contacto con ellos.",2013-12-27,N.A,,25,,,,,Activa,
,Alimentos,CTN 02 SC 01,Inocuidad de los alimentos,INTE/ISO/TS 22002-4:2014,67.040,1, E,14300,Programas prerrequisitos de inocuidad de los alimentos. Parte 4: Material de empaque para alimentos.,ISO/TS 22002-4:2013,ISO,"Esta especificación técnica define los requisitos para establecer, implementar y mantener programas de prerrequisitos (PPR) para ayudar a controlar los peligros de inocuidad de los alimentos en la manufactura de empaques para alimentos.
Esta especificación técnica es aplicable a todas las organizaciones, independientemente de su tamaño o complejidad que manufacturan empaques para alimentos y/o productos intermedios. Esta especificación técnica no está diseñada o destinada a utilizarse en otras partes o actividades de la cadena de suministro de alimentos.
NOTA 1 La organización que produce sus propios empaques para alimentos (por ejemplo, auto-soplado de botellas y la formación/llenado/sellado de cajas de cartón asépticos/bolsas) puede decidir si esta especificación técnica debe ser aplicada. 
Las organizaciones de manufactura de empaques para alimentos son de naturaleza diversa, y no todos los requisitos definidos en esta Especificación Técnica se aplican a una organización individual. Se requiere que cada organización lleve a cabo un análisis de peligros documentado relacionados con la inocuidad de los alimentos que incluya cada requisito. Cuando se implementen medidas alternativas o se realicen exclusiones, estas deben estar justificadas en dicho análisis.
Esta especificación técnica no es un sistema de gestión estándar, y está destinado a ser utilizado por las organizaciones de manufactura de empaques para alimentos que deseen implementar los PPR de tal manera que pueda hacer frente a los requisitos especificados en la norma INTE/ISO 22000.
Esta Especificación Técnica tiene la intención de ser utilizada en conjunto con la norma INTE/ISO 22000.
NOTA 2          A los efectos de esta Especificación Técnica, el término alimento incluye las bebidas.",2014-10-02,INTE/ISO 22000,,24,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-13:2010,67.100.01,2, B,6270,Uso de términos lecheros.,CODEX STAN 206:1999,CODEX,La presente norma se aplica al uso de términos lecheros relacionados con los alimentos que se destinan al consumo o a la elaboración ulterior.,2010-09-15,RTCR 100:1997,,8,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-04-01:1992,67.040,1, C,9130,Productos elaborados a partir de Frutas y Hortalizas. Concentrado de tomate. Especificaciones.,"ICAITI 34 006:1991, CODEX STAN 57:1981, COPANT 1244:1980","ICAITI, CODEX, COPANT","La presente norma tiene por objeto establecer las características y especificaciones que deben cumplir los concentrados de tomate. No comprende los productos llamados corrientemente salsa de tomate, salsa de chiles, cátsup, u otros similares, que son productos fuertemente aderezados, de concentraciones diversas y que contiene ingredientes característicos como pimienta, cebollas, vinagre, azúcar, etc. en cantidades tales que alteran materialmente el sabor, aroma y gusto del ingrediente tomate.",1992,N.A,,11,,,Especificaciones,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-17:2009,67.100.30,1, C,9130,Norma para Queso Gouda.,CODEX STAN 266:1966,CODEX,"Esta Norma se aplica al queso Gouda destinado al consumo directo o a elaboración ulterior, según se describe en el Apartado 3. ",2009-06-11,"INTE 02-03-13:2007, INTE 02-03-03:2007 Ed.2, CAC/LMR:2001 Codex Alimentarius, CAC/LMR. 02:2006 Codex Alimentarius, CAC/RCP 1:1969 Rev. 3:1997 Codex Alimentarius, Stan 192:1995 Codex Alimentarius, Stan 1:1985 Rev. 1:1991 Codex Alimentarius, APHA 7.020, APHA 7.050, APHA:2004.5.020, APHA:2004.5.040, APHA:2004.7.071, AOAC 926.08, AOAC 983.14/FIL 88ª/ISO 5943,  AOAC 993.12, AOAC 933.05, AOAC 977.11, AOAC 989.04, AOAC 991.20, AOAC 967.26, AOAC 986.33, AOAC 989.10, AOAC 975.55, FIL 33C:1987, FIL 51B:1991, FIL 73B:1998, FIL 093:2001/ISO 6785, FIL 143A:1995, FIL 145A:1997, FIL 005:2004/ISO 1735, FIL 004:2004/ISO 5534: 1985, FIL 088:2004/ISO 5943:2006, ISO 2962:1984, ISO 707, ISO 11866-1:2005 ",,12,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-19:2009,67.100.30,1, C,9130,Norma para Queso Emmental.,CODEX STAN 269:1967,CODEX,"Esta Norma se aplica al queso Emmental destinado al consumo directo o a elaboración ulterior, según se describe en el capítulo 3. ",2009-09-01,"INTE 02-03-13:2007, INTE 02-03-03:2007 Ed.2, CAC/LMR:2001 Codex Alimentarius, CAC/LMR. 02:2006 Codex Alimentarius, CAC/RCP 1:1969 Rev. 3:1997 Codex Alimentarius, Stan 192:1995 Codex Alimentarius, Stan 1:1985 Rev. 1:1991 Codex Alimentarius, APHA 7.020, APHA 7.050, APHA:2004.5.020, APHA:2004.5.040, APHA:2004.7.071, AOAC 926.08, AOAC 983.14/FIL 88ª/ISO 5943, AOAC 993.12, AOAC 933.05, AOAC 977.11, AOAC 989.04, 
AOAC 991.20, AOAC 967.26, AOAC 986.33, AOAC 989.10, AOAC 975.55, FIL 33C:1987, FIL 51B:1991, FIL 73B:1998, FIL 093:2001/ISO 6785, FIL 143A:1995, FIL 145A:1997, FIL 005:2004/ISO 1735, FIL 004:2004/ISO 5534: 1985, FIL 088:2004/ISO 5943:2006, ISO 2962:1984, ISO 707, ISO 11866-1:2005 ",,13,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-20:2009,67.100.30,1, C,9130,Norma para Queso Edam.,CODEX STAN 265:1966,CODEX,"Esta Norma se aplica al queso Edam destinado al consumo directo o a elaboración ulterior, según se describe en el capítulo 3. ",2009-09-01,"INTE 02-03-13:2007, INTE 02-03-03:2007 Ed.2, CAC/LMR:2001 Codex Alimentarius, CAC/LMR. 02:2006 Codex Alimentarius, CAC/RCP 1:1969 Rev. 3:1997 Codex Alimentarius, Stan 192:1995 Codex Alimentarius, Stan 1:1985 Rev. 1:1991 Codex Alimentarius, APHA 7.020, APHA 7.050, APHA:2004.5.020, APHA:2004.5.040, APHA:2004.7.071, AOAC 926.08, AOAC 983.14/FIL 88ª/ISO 5943, AOAC 993.12, AOAC 933.05, AOAC 977.11, AOAC 989.04, AOAC 991.20, AOAC 967.26, AOAC 986.33, AOAC 989.10, AOAC 975.55, FIL 33C:1987, FIL 51B:1991, FIL 73B:1998, FIL 093:2001/ISO 6785, FIL 143A:1995, FIL 145A:1997, FIL 005:2004/ISO 1735, FIL 004:2004/ISO 5534: 1985, FIL 088:2004/ISO 5943:2006, ISO 2962:1984, ISO 707, ISO 11866-1:2005
",,12,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-18:2009,67.100.30,1, C,9130,Norma para Queso Cheddar.,CODEX STAN 263:1966,CODEX,Esta norma se aplica al queso Cheddar destinado al consumo directo o a elaboración ulterior según se describe en el apartado 3. ,2009-06-11,"INTE 02-03-13:2007 Ed.2, INTE 02-03-03:2007 Ed.2, CAC/LMR:2001 Codex Alimentarius, CAC/LMR. 02:2006 Codex Alimentarius, CAC/RCP 1:1969 Rev. 3:1997 Codex Alimentarius, Stan 192:1995 Codex Alimentarius, Stan 1:1985 Rev. 1:1991 Codex Alimentarius, APHA 7.020, APHA 7.050, APHA:2004.5.020, APHA:2004.5.040, AOAC 926.08, AOAC 983.14/FIL 88ª/ISO 5943, AOAC 993.12, AOAC 933.05, AOAC 977.11, AOAC 989.04, AOAC 991.20, AOAC 967.26, AOAC 986.33, AOAC 989.10, AOAC 975.55, FIL 33C:1987, FIL 51B:1991, FIL 73B:1998, FIL 093:2001/ISO 6785, FIL 143A:1995, FIL 145A:1997, FIL 005:2004/ISO 1735, FIL 004:2004/ISO 5534:1985, FIL 088:2004/ISO 5943:2006, ISO 2962:1984, ISO 707, ISO 11866-1:2005 
",,11,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-14:2012 PIII,67.100.10,1, B,6270,Norma para mezcla de leche condensada y grasa vegetal. Parte III.,CODEX STAN 252:2006 (Enmienda 2010),CODEX,"Esta Norma se aplica a la mezcla de leche condensada y grasa vegetal, cuyo destino es el consumo directo o la ulterior elaboración, según se describe en el capítulo 3 de la presente Norma.
Esta norma no aplica para la leche pasteurizada establecida en la norma INTE 02-03-09.",2012-05-07,"INTE 02-03-09:2010, INTE 02-01-03:2003, AOAC 945.48, AOAC 972.16, FIL 9C/ISO 1737/AOAC 932.06, FIL 20B/ISO 8968/AOAC 991.20, ISO 1211, ISO 2446, ISO 5542, ISO 6731",,9,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-14:2012 PII,67.100.10,1, B,6270,Norma para mezcla de leche en polvo y grasa vegetal. Parte II.,CODEX STAN 251:2006 (Enmienda 2010),CODEX,"Esta Norma se aplica a la mezcla de leche en polvo y grasa vegetal, cuyo destino es el consumo directo o la ulterior elaboración, según se describe en el capítulo 3 de la presente Norma.",2012-05-07,"INTE 02-03-09:2010, INTE 02-01-03:2003, AOAC 972.16, FIL 20B/ISO 8968/AOAC 991.20, ISO 1211, ISO 2446, ISO 5542 ",,8,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-14:2012 PI,67.100.10,1, B,6270,Norma para mezcla de leche evaporada y grasa vegetal. Parte I.,CODEX STAN 250:2006 (Enmienda 2010),CODEX,"Esta Norma se aplica a la mezcla de leche evaporada y grasa vegetal, cuyo destino es el consumo directo o la ulterior elaboración, según se describe en el capítulo 3 de la presente Norma.
Esta norma no aplica para la leche pasteurizada establecida en la norma INTE 02-03-09.",2012-05-07,"INTE 02-03-09:2010, INTE 02-01-03:2003, AOAC 945.48, AOAC 972.16, FIL 9C/ISO 1737/AOAC 932.06, FIL 20B/ISO 8968/AOAC 991.20, ISO 1211, ISO 2446, ISO 5542, ISO 6731",,8,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-16:2009,67.100.30,1, D,11550,Norma para los quesos procesados (fundidos).,"CODEX STAN 286:1978,
CODEX STAN 285:1978
",CODEX,"La presente norma se aplica a los productos denominados “Quesos procesados (fundidos)” y “Quesos procesados (fundidos) para untar o extender” (incluidos los quesos fundidos y quesos fundidos para untar de una variedad denominada), destinados al consumo directo o para ulterior elaboración, de conformidad con la descripción detallada en el capitulo 3 de esta norma.",2009-09-01,"INTE 02-03-13:2007, INTE 02-03-03:2007 Ed2, CAC/LMR:2001 Codex Alimentarius, CAC/LMR. 02:2006 Codex Alimentarius, CAC/RCP 1:1969 Rev. 3:1997 Codex Alimentarius, Stan 192:1995 Codex Alimentarius, Stan 1:1985 Rev. 1:1991 Codex Alimentarius, APHA 7.020, APHA 7.050, APHA:2004, APHA:2004, APHA:2004, AOAC 926.08, AOAC 972.05, AOAC 983.14/FIL 88ª/ISO 5943, AOAC 993.12, AOAC 933.05, AOAC 977.11, AOAC 989.04, AOAC 991.20, AOAC 976.26, AOAC 986.33, AOAC 989.10, AOAC 975.55, FIL 33C:1987, FIL 51B:1991, FIL 73B:1998, FIL 093:2001/ISO 6785, FIL 143A:1995, FIL 145A:1997, ISO 707, FIL 005:2004/ISO 1735, FIL 004:2004/ISO 5534: 1985, FIL 088:2004/ISO 5943:2006, ISO 2962:1984, ISO 5541-1, 
 
",,16,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-23:2011,67.100.30,2, B,6270,Norma para los quesos de suero.,CODEX STAN 284:1971,CODEX,"La presente Norma se aplica a todos los productos destinados al consumo directo o a ulterior procesamiento que se ajustan a la definición de queso de suero que figura en el capítulo 3. Las normas para las distintos tipos de quesos de suero, podrán contener disposiciones más específicas que las que figuran en esta norma. En dichos casos se aplicarán tales disposiciones más específicas.",2011-10-14,"RTCA 67.04.50:08, INTE 02-03-03, INTE 02-03-02, ISO 707, CODEX STAN 234, FIL 50C",,8,,,,,Activa,
,Alimentos,CTN 02 SC 03,Leche y productos lácteos ,INTE 02-03-30:2011,67.100.01,1, C,9130,Norma para las leches fermentadas.,CODEX STAN 243:2003,CODEX,"Esta norma se aplica a las leches fermentadas, es decir, las leches fermentadas incluyendo las leches fermentadas tratadas térmicamente, las leches fermentadas concentradas y los productos lácteos compuestos basados en estos productos, para consumo directo o procesamiento ulterior, de conformidad con las definiciones del capítulo 3 de esta norma.",2011-11-13,"RTCA 67.04.5:08, INTE 02-03-13, CODEX STAN 193, CAC/RCP 1, CAC/RCP 57, CODEX STAN 234, ISO 7889:2003 (IDF 117:2003), ISO 9232:2003 (IDF 146:2003), ISO 13580 (IDF 151), IDF 150",,11,,,,,Activa,
